time,x,y,yaw,x_vel,y_vel,yaw_rate,cmd_angle,cmd_speed,x_ref,y_ref,yaw_ref,x_vel_ref,y_vel_ref,yaw_rate_ref
1755748470.1122735,0.31038501358745707,-3.6213307335361193,-0.2417094,0.005952176967857685,-0.006302680909311632,-4.7755493e-05,-0.33422852,1.5839844,0.31036925,-3.6213155,-0.24179834,0.04003388,-0.009873299,0.027488936
1755748470.121444,0.31035524281805743,-3.62129695235256,-0.24183163,-0.002923274193514833,0.003317067852690964,-0.012009832,-0.11413574,1.3095703,0.3505338,-3.6306372,-0.21430938,0.04029013,-0.008769218,0.027488936
1755748470.1724737,0.3104111551544484,-3.621305422085513,-0.24184892,0.0040730974752326374,0.0006765329068248193,-0.010663677,-0.03012085,1.1103516,0.39093938,-3.6388516,-0.18682045,0.040515933,-0.0076585114,0.027488936
1755748470.2239668,0.310780076185994,-3.621362286783736,-0.24175075,0.00926864902277451,-0.0013053367585112638,-0.014378128,-0.015533447,1.0615234,0.4315555,-3.6459525,-0.15933147,0.040711127,-0.0065420177,0.027488936
1755748470.2729535,0.3099113819811943,-3.6211805515880644,-0.24209946,-0.037466753590927784,0.010317022843102909,-0.028589463,-0.020812988,1.0966797,0.4723514,-3.6519341,-0.13184255,0.040875558,-0.0054205814,0.027488936
1755748470.3223147,0.3097066873064768,-3.6211230770608442,-0.24225286,0.05362004251801883,-0.0061691853795465745,0.04934573,-0.04815674,1.0927734,0.51329637,-3.6567922,-0.104353584,0.041009102,-0.004295049,0.027488936
1755748470.3721104,0.31622404786137837,-3.621577509655661,-0.23857458,0.19298973210862985,-0.01046124119872889,0.13433704,-0.11651611,1.1210938,0.5543593,-3.660523,-0.07686463,0.04111166,-0.003166271,0.027488936
1755748470.4229515,0.3303159024037737,-3.6223375212468727,-0.23039158,0.3595780615247553,-0.019906743359477716,0.20784248,-0.13952637,1.0166016,0.5955092,-3.663124,-0.049375813,0.04118315,-0.0020351058,0.027488936
1755748470.472196,0.3533140287813481,-3.6237495810143816,-0.21441293,0.5383385338169389,-0.04525163848507009,0.68426466,-0.086120605,0.9350586,0.6367151,-3.6645927,-0.021886867,0.04122353,-0.0009023981,0.027488936
1755748470.522289,0.38412012184959593,-3.6260049496567723,-0.20217401,0.6819022518927934,-0.05795554564156694,0.13577345,-0.042510986,0.7553711,0.67794585,-3.6649284,0.0056020776,0.041232757,0.00023099153,0.027488936
1755748470.5721233,0.42214990960891413,-3.6297728360626627,-0.19121023,0.8115612639423438,-0.08051855186352054,0.312919,0.005218506,0.7993164,0.7191703,-3.6641307,0.03309102,0.04121083,0.0013642065,0.027488936
1755748470.621692,0.46568899474244835,-3.633638065218852,-0.17701316,0.9126028813670591,-0.07664868830095604,0.422141,0.045654297,0.7548828,0.76035714,-3.6622005,0.06057997,0.041157767,0.0024963908,0.027488936
1755748470.6715508,0.5135669988539558,-3.6368030222748335,-0.16066696,0.9978956796497057,-0.05111099366581424,0.38393804,0.08465576,0.7578125,0.80147547,-3.6591387,0.088068925,0.0410736,0.003626689,0.027488936
1755748470.7218623,0.563105926094159,-3.639103293369787,-0.1452444,1.0038614941819168,-0.03555046745855239,0.31659332,0.113220215,0.75878906,0.8424941,-3.654948,0.115557864,0.040958405,0.0047542467,0.027488936
1755748470.77154,0.6144268297103196,-3.640293989938091,-0.12622185,1.0183729463817022,-0.028350701925400203,0.4400891,0.13696289,0.76416016,0.88338196,-3.6496315,0.14304683,0.040812258,0.0058782124,0.027488936
1755748470.8219886,0.6656391733177366,-3.64020526128594,-0.10575939,1.000293721678265,0.021784377943104685,0.39716482,0.18554688,0.7270508,0.92410815,-3.643193,0.17053565,0.040635273,0.0069977315,0.027488936
1755748470.8715994,0.7150882919289839,-3.6390993186719798,-0.084327675,0.9957784078694566,0.021427295001797783,0.44102883,0.22558594,0.73583984,0.96464217,-3.6356378,0.19802457,0.040427588,0.008111968,0.027488936
1755748470.9218357,0.7629990903480727,-3.6377023732672544,-0.060613923,0.9568478553859834,0.03503789770043572,0.5079595,0.2614746,0.69433594,1.0049531,-3.6269712,0.22551352,0.040189352,0.009220075,0.027488936
