time,x,y,yaw,x_vel,y_vel,yaw_rate,cmd_angle,cmd_speed,x_ref,y_ref,yaw_ref,x_vel_ref,y_vel_ref,yaw_rate_ref
1755748660.1629362,1.499409205528635,-1.644885610546188,2.273082,0.0009702193318346645,0.0030239978938732845,-0.0007408824,-0.17279084,1.8246914,1.4993994,-1.6448843,2.2730863,-0.02663544,0.031476136,0.027488936
1755748660.1740327,1.4994148367859574,-1.6448922821295842,2.273153,0.0005533114323463591,-0.0006555309327177931,0.006981048,0.022243714,1.6727494,1.4723349,-1.6137782,2.3005753,-0.027490513,0.030732159,0.027488936
1755748660.223069,1.4993570372195428,-1.644883235719485,2.2729783,-0.001422036347235004,-0.00012029968046787639,-0.0064545004,0.07150039,1.7379668,1.4444253,-1.5834278,2.3280642,-0.028324815,0.029964957,0.027488936
1755748660.2728484,1.4982679667348406,-1.6438736277816703,2.2732959,-0.0330856075309662,0.026403076404473348,0.025511669,0.080160506,1.7345039,1.4156923,-1.5538559,2.3555532,-0.029137714,0.029175116,0.027488936
1755748660.3234813,1.4957905150906234,-1.6417255355633444,2.274356,-0.066913584851348,0.055908517449380975,0.021992238,0.06921074,1.735673,1.3861573,-1.525085,2.383042,-0.029928599,0.028363232,0.027488936
1755748660.3722484,1.4910102686129463,-1.6371713302998914,2.2766201,-0.12978401373020862,0.11510825004164438,0.070034824,0.09815945,1.6817018,1.3558426,-1.4971366,2.410531,-0.030696869,0.027529912,0.027488936
1755748660.4221225,1.4816032523134997,-1.628849987892051,2.2793868,-0.23265071534674292,0.20015994273205515,0.026591212,0.12425601,1.6612028,1.3247713,-1.470032,2.43802,-0.03144194,0.026675794,0.027488936
1755748660.4730601,1.466194277182826,-1.6150815599679402,2.2871633,-0.3624532087745052,0.3210937775804004,0.1777486,0.17511523,1.4449164,1.2929666,-1.4437917,2.465509,-0.032163262,0.025801519,0.027488936
1755748660.5225613,1.444749308395919,-1.5962891907360557,2.2973986,-0.4656272403724406,0.4149583468656687,0.23964216,0.2162175,1.2979525,1.2604529,-1.4184356,2.4929976,-0.032860275,0.024907751,0.027488936
1755748660.5736358,1.4172623257896548,-1.5728883292103493,2.3098216,-0.604837338137167,0.4963281207642747,0.2658603,0.27494097,1.0184664,1.2272544,-1.3939824,2.5204868,-0.033532467,0.02399516,0.027488936
1755748660.6236331,1.383196435990204,-1.546574183678385,2.330121,-0.7167901055284407,0.5500903352766293,0.536209,0.29565656,0.7494337,1.1933963,-1.3704512,2.5479758,-0.034179315,0.023064436,0.027488936
1755748660.673486,1.3440977076351432,-1.5180899345288807,2.3620367,-0.8228740891109962,0.5728078740479715,0.7705236,0.3281774,0.44754985,1.1589043,-1.3478595,2.5754647,-0.034800336,0.02211629,0.027488936
1755748660.72325,1.3000653243416382,-1.4901549116051815,2.408823,-0.9091633586776855,0.5366892019156039,1.0156817,0.35023093,0.11556423,1.1238045,-1.3262242,2.6029537,-0.035395067,0.02115143,0.027488936
1755748660.7733245,1.2527163555207377,-1.4659510499386448,2.4680727,-0.9714971118849848,0.45317250585468816,1.3033285,0.3569565,-0.34366482,1.0881231,-1.3055619,2.6304426,-0.03596305,0.020170588,0.027488936
1755748660.8225684,1.203977186577253,-1.4462541843372352,2.5353954,-0.9697109660728327,0.3693498990836086,1.4165931,0.35603032,-0.7315427,1.0518874,-1.2858881,2.6579313,-0.036503863,0.019174507,0.027488936
1755748660.8730443,1.1563625380155653,-1.4301564676779,2.602149,-0.9425803649297848,0.2861112692690868,1.1596985,0.3464054,-1.0955038,1.0151246,-1.2672176,2.6854205,-0.037017092,0.018163936,0.027488936
1755748660.9232717,1.1132659199981485,-1.4191397703379642,2.6620126,-0.820892623515451,0.18298015814664917,1.2629105,0.32487527,-1.3198888,0.9778625,-1.2495649,2.7129095,-0.037502352,0.017139642,0.027488936
1755748660.9738245,1.0731740926316522,-1.4120043837041212,2.716692,-0.7717568246855842,0.10893133909898071,1.0542563,0.3117442,-1.5389342,0.9401293,-1.2329427,2.7403984,-0.037959278,0.016102394,0.027488936
1755748661.0235279,1.0373339786502138,-1.4075513452921464,2.769526,-0.6970115793015357,0.06858439790510337,0.92684805,0.2979698,-1.6913577,0.9019537,-1.2173641,2.767887,-0.038387515,0.015052988,0.027488936
1755748661.0734897,1.0046871102893646,-1.4052611133056858,2.814778,-0.622612447723543,0.03558619236509765,0.96836156,0.2968298,-1.7389536,0.86336404,-1.2028407,2.795376,-0.03878675,0.013992201,0.027488936
1755748661.1230597,0.975856857309806,-1.4034489647467108,2.8562336,-0.5342586105693305,0.040648024084949684,0.5735991,0.31158173,-1.939599,0.82438993,-1.1893833,2.822865,-0.03915668,0.0129208425,0.027488936
1755748661.1730056,0.9529372084594665,-1.40371004205493,2.885239,-0.3714720381520384,-0.00379079517173726,0.18759495,0.22523673,-1.6455855,0.7850605,-1.1770022,2.850354,-0.03949702,0.01183972,0.027488936
1755748661.2233772,0.9359882327311433,-1.4056143862348547,2.9141083,-0.27635651506808323,-0.03474470952308269,0.18283556,0.09083674,-1.1767472,0.7454058,-1.1657069,2.877843,-0.03980752,0.010749653,0.027488936
1755748661.2736418,0.9302100249176269,-1.4062394150111421,2.9194896,-0.02095634150073868,0.0018296904800771097,-0.07227027,-0.10154065,-0.12788756,0.7054555,-1.1555055,2.9053319,-0.040087942,0.009651462,0.027488936
1755748661.3239825,0.9373558261111116,-1.4057292411666817,2.9094806,0.23096637440567255,0.0016228461557021984,-0.16515654,-0.1960746,0.9812432,0.66523993,-1.1464063,2.9328208,-0.040338073,0.008545979,0.027488936
1755748661.373488,0.9567479316988587,-1.4048417545266418,2.8785572,0.49037937157168293,0.034073275182209296,-0.91445214,-0.1870822,1.7181907,0.62478966,-1.1384158,2.9603097,-0.04055772,0.0074340436,0.027488936
1755748661.4240613,0.9869777982278362,-1.4029291367308216,2.8265934,0.691953934157568,0.020467993143806092,-1.1514807,-0.23218052,2.2241347,0.5841348,-1.1315401,2.9877987,-0.040746726,0.0063164863,0.027488936
1755748661.4722867,1.0258258092503236,-1.406012809270844,2.7901754,0.8252422928120865,-0.15882227407242208,-0.5582892,-0.27462855,2.4489036,0.5433064,-1.1257844,3.0152876,-0.040904943,0.0051941564,0.027488936
1755748661.5233157,1.0668862432324455,-1.4173498067355907,2.786059,0.8209444976488895,-0.25990846897782566,-0.053762414,-0.3248651,2.4424005,0.50233525,-1.1211531,3.0427766,-0.041032255,0.004067902,0.027488936
1755748661.5723088,1.1084571898188502,-1.429992773765275,2.782305,0.8069101964720661,-0.26303766162377723,-0.052554887,-0.33153373,2.4200857,0.4612522,-1.1176497,3.0702655,-0.04112856,0.0029385737,0.027488936
1755748661.6222363,1.1443180628489433,-1.4428632575914033,2.793791,0.6880050804433713,-0.25255416030310346,0.26980358,-0.3544333,2.4271162,0.42008844,-1.1152767,3.0977545,-0.04119379,0.0018070249,0.027488936
1755748661.6722434,1.175002648459972,-1.456459248033096,2.8170767,0.5837112091492821,-0.2638253311790732,0.3343416,-0.35401177,2.4169772,0.378875,-1.1140361,3.1252434,-0.041227896,0.00067411107,0.027488936
1755748661.7224205,1.2020893347198385,-1.4681540756110267,2.8374786,0.5005918425821994,-0.20553921572320838,0.3222066,-0.3419279,2.4090445,0.337643,-1.1139287,-3.130453,-0.041230846,-0.00045931234,0.027488936
1755748661.7725532,1.2261514594230478,-1.477483985873277,2.8566263,0.45345571352990477,-0.17049305381928037,0.30751988,-0.33386707,2.3868291,0.29642364,-1.1149546,-3.1029642,-0.041202646,-0.0015923886,0.027488936
1755748661.8222942,1.2441991405215562,-1.4847659174425343,2.8692238,0.3097013238488663,-0.12378256204686974,0.17906435,-0.32154232,2.363144,0.25524807,-1.1171131,-3.0754752,-0.04114331,-0.0027242617,0.027488936
1755748661.872826,1.2580394951925913,-1.489507067556184,2.8803124,0.23848633696400554,-0.088741623864809,0.045698542,-0.32474235,2.381349,0.21414736,-1.1204025,-3.0479863,-0.04105289,-0.0038540766,0.027488936
1755748661.922755,1.2630421426877558,-1.4915340061773992,2.8826916,0.06245561794962145,-0.023633558101533066,-0.0006596928,-0.2722608,2.3855655,0.1731526,-1.1248202,-3.0204973,-0.04093145,-0.004980979,0.027488936
1755748661.972181,1.2693421038901163,-1.493219430032463,2.8909874,0.12293439494055271,-0.04696908849535631,0.09892255,-0.28788152,2.4088805,0.13229473,-1.1303631,-2.9930084,-0.04077908,-0.006104118,0.027488936
1755748662.0220835,1.2739724533652088,-1.4950848327906945,2.8942008,0.07234382782397526,-0.027000803697808915,0.08105506,-0.30768406,2.3942409,0.09160486,-1.1370268,-2.9655197,-0.0405959,-0.0072226394,0.027488936
1755748662.0721498,1.2774172407215338,-1.4959479927227135,2.8966284,0.06584952374487027,-0.016600692257962475,0.0061263074,-0.27883652,2.3999612,0.051113307,-1.1448065,-2.9380307,-0.040382046,-0.008335709,0.027488936
1755748662.1220102,1.2799515754959965,-1.496916556346655,2.8991563,0.03134877821625899,-0.01558889635904129,0.051711667,-0.25636527,2.4067397,0.010850906,-1.1536963,-2.9105418,-0.04013768,-0.00944248,0.027488936
1755748662.172697,1.2764895931938645,-1.4963987271411852,2.8925524,-0.17930910658055063,0.03531553420303583,-0.31644875,-0.24986285,2.3696942,-0.029151946,-1.1636891,-2.8830528,-0.039862983,-0.010542116,0.027488936
1755748662.2225168,1.259134787626947,-1.491525846378101,2.8804884,-0.45888025331602134,0.13848070821824546,-0.29568964,-0.20751545,2.3350778,-0.06886506,-1.1747777,-2.8555639,-0.03955817,-0.011633786,0.027488936
1755748662.2720916,1.2297532956120123,-1.482504055049139,2.8595557,-0.6844701499799601,0.2147970176254806,-0.37902042,-0.13047744,2.2540824,-0.10825834,-1.1869538,-2.828075,-0.039223466,-0.012716666,0.027488936
1755748662.3222406,1.1891090516436214,-1.4696366006543693,2.843804,-0.9110845569051184,0.2734123991263273,-0.34066647,-0.09498568,2.2268298,-0.14730215,-1.200208,-2.800586,-0.03885912,-0.013789939,0.027488936
1755748662.3720856,1.1371650631718395,-1.4545644983085901,2.8269982,-1.144041263258659,0.3372674835532341,-0.37215996,-0.035742808,2.2054975,-0.18596685,-1.2145302,-2.773097,-0.038465418,-0.014852791,0.027488936
1755748662.4224524,1.0751257635086948,-1.4356333829553996,2.8125057,-1.3173047684739543,0.4153912557066318,-0.24646027,0.00062016444,2.1710646,-0.22422326,-1.2299098,-2.745608,-0.03804265,-0.01590442,0.027488936
1755748662.472047,1.0029075660736066,-1.412949413805956,2.7985754,-1.5304971908066674,0.4761638621062255,-0.3331261,0.02074175,2.1148305,-0.26204258,-1.246335,-2.7181191,-0.037591137,-0.016944032,0.027488936
1755748662.5224347,0.9223033310562925,-1.3874987672842714,2.7826097,-1.668814409525312,0.5353011131822923,-0.2958194,0.09387137,2.022727,-0.29939628,-1.2637937,-2.69063,-0.037111215,-0.017970845,0.027488936
1755748662.5720978,0.8369279279504985,-1.3580870215835572,2.7706354,-1.7450755235776416,0.6158829389801925,-0.20476727,0.1901092,1.8962209,-0.33625555,-1.2822721,-2.6631413,-0.036603265,-0.018984066,0.027488936
1755748662.6223185,0.749763518958814,-1.3287119310264768,2.7584481,-1.7153124984332675,0.5628499975061262,-0.20104378,0.2769363,1.7850848,-0.37259334,-1.3017569,-2.6356523,-0.03606765,-0.019982954,0.027488936
1755748662.6724794,0.6626833772361049,-1.299532304442124,2.7615695,-1.7161927014781932,0.5590602855172488,0.3001444,0.30099744,1.7255055,-0.40838182,-1.322233,-2.6081634,-0.03550478,-0.02096674,0.027488936
1755748662.7226028,0.5765605854016872,-1.2745474685226015,2.7917278,-1.6824408687520809,0.444107064328282,0.8800373,0.2138697,1.7697293,-0.44359398,-1.343685,-2.5806744,-0.034915086,-0.021934688,0.027488936
1755748662.772389,0.49256962888663475,-1.2571824417848918,2.8559687,-1.6613983340805005,0.26733093440274325,1.5416193,0.058361802,1.8913376,-0.4782033,-1.3660969,-2.5531855,-0.03429901,-0.022886058,0.027488936
