time,x,y,yaw,x_vel,y_vel,yaw_rate,cmd_angle,cmd_speed,x_ref,y_ref,yaw_ref,x_vel_ref,y_vel_ref,yaw_rate_ref
1755748721.209142,-0.6891765997385042,-2.4209942076656175,-1.579056,-0.0008989850557802113,0.00019375982928512302,0.015450339,-0.23675402,1.7232366,-0.6891998,-2.4209352,-1.5796487,-0.000365007,-0.041231792,0.027488936
1755748721.2177088,-0.6891765997385042,-2.4209942076656175,-1.579056,-0.0008989850557802113,0.00019375982928512302,0.015450339,-0.1599462,1.1912909,-0.6889981,-2.4621668,-1.5521598,0.00076840667,-0.041226245,0.027488936
1755748721.2684655,-0.6891629184331444,-2.4209684226108386,-1.579408,0.0031440679492555973,0.003210905845443228,-0.018740326,-0.1345097,1.0366307,-0.6876632,-2.5033772,-1.5246708,0.0019012397,-0.04118955,0.027488936
1755748721.3184283,-0.6891582690068185,-2.4211220163595084,-1.579135,0.0014236035159119662,-0.008398766229336855,0.047837343,-0.11174789,0.934135,-0.68519616,-2.5445354,-1.4971819,0.0030326361,-0.041121732,0.027488936
1755748721.3685343,-0.6891224383331563,-2.4215462933708713,-1.5796915,0.00014225411462504751,-0.02156870359950671,-0.047635052,-0.13092051,0.77280647,-0.68159866,-2.5856104,-1.469693,0.004161741,-0.04102284,0.027488936
1755748721.4185,-0.6889467378368401,-2.4258027657407375,-1.5802703,0.003589094665521395,-0.11782305978679151,-0.05692868,-0.16215797,0.6870981,-0.6768737,-2.626571,-1.442204,0.0052877013,-0.04089296,0.027488936
1755748721.4684353,-0.6888073011230236,-2.4329578289336173,-1.5809329,0.0014774809005968605,-0.22524894637092577,-0.008366095,-0.17790772,0.61708194,-0.67102456,-2.667386,-1.414715,0.0064096665,-0.04073217,0.027488936
1755748721.518469,-0.6886298423515687,-2.4477416463701474,-1.5816165,0.006077483552306932,-0.34382825398624267,-0.12947765,-0.16093482,0.5797399,-0.66405594,-2.708025,-1.3872261,0.007526789,-0.04054061,0.027488936
1755748721.568484,-0.6883884213885809,-2.473352039935489,-1.5850483,0.015579529527256834,-0.4827009183587878,-0.14035672,-0.12227998,0.6860605,-0.65597296,-2.748457,-1.3597372,0.008638224,-0.04031842,0.027488936
1755748721.6186175,-0.6872741424110019,-2.500274781624331,-1.5868841,0.01909110334212825,-0.5725656764385216,-0.07514327,-0.045447145,0.63974905,-0.6467817,-2.7886517,-1.3322482,0.009743132,-0.04006576,0.027488936
1755748721.6684268,-0.686780564839494,-2.5318004278923247,-1.5888752,0.013867448606092693,-0.6544828060933878,0.070756294,-0.005252401,0.70328355,-0.63648903,-2.8285785,-1.3047593,0.010840678,-0.039782826,0.027488936
1755748721.7184231,-0.6858249950003676,-2.5668379255181053,-1.591087,0.020311142194343275,-0.7214351668225741,0.059101038,0.05117355,0.7081347,-0.62510324,-2.868207,-1.2772706,0.011930022,-0.039469842,0.027488936
1755748721.768435,-0.6855186476293279,-2.596694481656549,-1.5913692,0.00785249993561034,-0.7637086540016669,-0.105736785,0.08665548,0.7200867,-0.61263204,-2.9075084,-1.2497814,0.013010372,-0.039127026,0.027488936
1755748721.8184848,-0.6843893336079537,-2.6439430675095323,-1.5929936,0.01932738848139947,-0.8048912843719234,-0.04036013,0.15520795,0.71264946,-0.5990857,-2.9464512,-1.2222927,0.014080873,-0.03875465,0.027488936
1755748721.8685176,-0.6833980434840649,-2.6848714652136665,-1.5961418,0.0353320299401159,-0.8212800731788146,-0.022518646,0.24469161,0.7170338,-0.58447397,-2.9850075,-1.1948037,0.015140744,-0.03835299,0.027488936
1755748721.9185665,-0.6826060578079589,-2.7181147414963025,-1.5951824,0.008879349326779378,-0.8316488534030185,-0.032747813,0.32458454,0.8373745,-0.56880796,-3.0231476,-1.1673148,0.016189175,-0.037922345,0.027488936
1755748721.9685185,-0.6804919602935323,-2.7598444314474846,-1.5827559,0.07623226351451996,-0.8355766156132931,0.5044876,0.3599575,0.9665265,-0.5520996,-3.0608425,-1.1398258,0.017225372,-0.03746305,0.027488936
1755748722.0187051,-0.673031169045021,-2.809605609115748,-1.5450101,0.17578989281678808,-0.827255667170362,0.77764624,0.36858538,1.0840404,-0.5343616,-3.0980642,-1.1123369,0.018248554,-0.03697545,0.027488936
1755748722.0686193,-0.6645305615458754,-2.84232718464823,-1.5075567,0.22352650450191097,-0.825413425703289,1.094001,0.35909936,1.0950954,-0.5156071,-3.1347842,-1.0848479,0.019257948,-0.03645991,0.027488936
1755748722.1185083,-0.6515150292282421,-2.8831171807719884,-1.4493148,0.2912004601919253,-0.8178051545136737,1.188154,0.34009632,1.035613,-0.49585044,-3.170975,-1.057359,0.020252792,-0.035916824,0.027488936
1755748722.1685064,-0.636027823510392,-2.9237337849016867,-1.3937637,0.3188435715873507,-0.8032371758121993,1.1086661,0.30884284,1.0238268,-0.4751066,-3.206609,-1.02987,0.021232333,-0.035346597,0.027488936
1755748722.2185411,-0.6175706545858277,-2.96375202083307,-1.3410306,0.3905631731360493,-0.7920390867664895,0.842906,0.27431077,0.95854527,-0.4533912,-3.2416592,-1.0023811,0.02219583,-0.03474966,0.027488936
1755748722.2687924,-0.5964454811359273,-3.002909105474994,-1.2810941,0.4393432588550023,-0.774202003632097,1.3364084,0.24581178,0.85988677,-0.43072057,-3.2760997,-0.9748921,0.023142556,-0.034126468,0.027488936
1755748722.3186517,-0.5735814975919143,-3.041786365397998,-1.2209407,0.4647498228021632,-0.7712957033211565,1.2265608,0.19376512,0.73863995,-0.40711188,-3.3099036,-0.94740313,0.024071796,-0.033477493,0.027488936
1755748722.3687627,-0.5483728498034404,-3.0787272783269346,-1.1653575,0.532721001078555,-0.7329367472940493,1.09136,0.13016267,0.7023923,-0.38258302,-3.3430462,-0.9199141,0.024982845,-0.03280322,0.027488936
1755748722.4185307,-0.5162429970480514,-3.1200525766456626,-1.0983266,0.554404806774915,-0.6727574008168669,1.3372282,0.08867384,0.6631305,-0.35715246,-3.3755019,-0.89242524,0.025875019,-0.03210416,0.027488936
1755748722.468513,-0.4884334420618218,-3.152004702359236,-1.0521994,0.5591847535017574,-0.6315908672952132,0.9225194,0.01633219,0.7376434,-0.3308394,-3.4072464,-0.8649362,0.026747644,-0.031380843,0.027488936
1755748722.5187984,-0.46120386137702724,-3.1813784672727397,-1.0039613,0.5327223716146436,-0.5639569323563265,0.910278,-0.03553221,0.8671075,-0.30366397,-3.4382558,-0.83744735,0.027600056,-0.030633818,0.027488936
1755748722.5685859,-0.44019208573765856,-3.202376585863924,-0.9688751,0.5134833159051917,-0.5165103868405656,0.8433655,-0.069551565,0.87118715,-0.27564633,-3.4685063,-0.8099584,0.028431615,-0.029863644,0.027488936
1755748722.618947,-0.41539490680124386,-3.2276595618122967,-0.9449368,0.45360936485397235,-0.504913155782108,0.30881557,-0.12726724,1.0314397,-0.24680781,-3.4979753,-0.78246945,0.029241689,-0.029070904,0.027488936
1755748722.6686761,-0.3926120567179582,-3.253660349131503,-0.9328874,0.4556733664557371,-0.5155983831077205,-0.06878219,-0.13700898,1.2163457,-0.2171706,-3.5266404,-0.7549807,0.030029662,-0.028256208,0.027488936
1755748722.7186148,-0.36953763765476527,-3.2807585226551454,-0.931551,0.4657370835126022,-0.6055446901095862,-0.14271094,-0.12480597,1.2071375,-0.18675613,-3.5544808,-0.7274916,0.030794958,-0.027420146,0.027488936
1755748722.768815,-0.3471637263193339,-3.308246563180185,-0.9319467,0.4334844367302674,-0.5687213082290472,-0.0075505963,-0.11421975,1.264459,-0.15558839,-3.5814738,-0.70000285,0.031536974,-0.02656338,0.027488936
1755748722.8191106,-0.3195409039146114,-3.3429892385791202,-0.9327281,0.4670921953211507,-0.5869882093878241,0.22387409,-0.06729847,1.2752335,-0.12369001,-3.6076007,-0.67251366,0.032255173,-0.025686529,0.027488936
1755748722.8691626,-0.300104645101871,-3.3666198610967837,-0.9364428,0.4995053464963284,-0.6134338168103679,0.073469095,-0.025049735,1.1769301,-0.09108615,-3.6328406,-0.64502496,0.032948986,-0.024790281,0.027488936
1755748722.919478,-0.2753549811496753,-3.397164266576845,-0.9382645,0.5079823341494207,-0.6149053137320443,-0.28302208,0.00722655,1.1941584,-0.05780059,-3.657175,-0.61753595,0.033617914,-0.023875296,0.027488936
1755748722.9692354,-0.24984157540506682,-3.428939623718138,-0.94037604,0.4716882869595857,-0.6671406528366602,-0.24576251,0.08813514,1.1747404,-0.023858786,-3.6805851,-0.59004706,0.034261435,-0.022942271,0.027488936
1755748723.0192792,-0.2187759715174185,-3.4693125149162483,-0.9385483,0.5333597491887235,-0.6807173580123234,-0.17712688,0.11605052,1.2388296,0.010713935,-3.703054,-0.56255794,0.034879074,-0.021991905,0.027488936
1755748723.0691333,-0.1969412498531751,-3.495853163571678,-0.93688715,0.5594956453392234,-0.6380376726869986,0.09345282,0.26410317,1.1050953,0.04589057,-3.7245636,-0.53506917,0.03547035,-0.021024937,0.027488936
1755748723.1198623,-0.16856893050500008,-3.5302181650917808,-0.9373619,0.596996225188342,-0.6348778228329636,0.06275213,0.3386635,1.0415862,0.08164543,-3.745098,-0.5075802,0.03603483,-0.020042073,0.027488936
